Date,Description,Debit,Credit,Amount,Category Type,Category
28/08/23,UNIV POLITECNICA YUC,140,0,-140,expenses,Education
28/08/23,STARBUCKS ALTABRISA,100,0,-100,expenses,Food
28/08/23,SEARS MERIDA ALTABRISA,89,0,-89,expenses,Shopping
28/08/23,PAYPAL *UBER BV,131.25,0,-131.25,expenses,Transportation
28/08/23,PAYPAL *UBER BV,48.16,0,-48.16,expenses,Transportation
28/08/23,SPEI RECIBIDOSANTANDER,0,7835.16,7835.16,income,Debts and Loans
29/08/23,SPEI ENVIADO STP,350,0,-350,expenses,Transportation
30/08/23,CINE UNIVERSAL,220,0,-220,expenses,Leisure and Entertainment
30/08/23,LAF XCORAZON,20.5,0,-20.5,expenses,Other
1/9/2023,PAYPAL SPOTIFY,169,0,-169,expenses,Leisure and Entertainment
3/9/2023,PAGO CUENTA DE TERCERO,1120,0,-1120,expenses,Other
4/9/2023,1821-TOR RELAY TERM 3,115.82,0,-115.82,expenses,Other
4/9/2023,DOLLARAMA #1190,526.18,0,-526.18,expenses,Shopping
6/9/2023,SQ *MONTREAL STREET COLLE,897.9,0,-897.9,expenses,Other
6/9/2023,PAYPAL NATHIELSUCRETTE,667.42,0,-667.42,expenses,Other
7/9/2023,D LOCAL*HBO MAX,179,0,-179,expenses,Technology
8/9/2023,PAGO INTERBANCARIO TDC,200,0,-200,expenses,Banking Services
9/9/2023,SPEI RECIBIDOSTP,0,17114.66,17114.66,income,Other
9/9/2023,RET CAJ OTRO BCO COM IVA,1320.57,0,-1320.57,expenses,Banking Services
11/9/2023,BKST ST LAWR COL KING,1024.09,0,-1024.09,expenses,Other
11/9/2023,TALIZE,1616.28,0,-1616.28,expenses,Other
11/9/2023,WAL-MART SUPERCENTER#3043,1967.95,0,-1967.95,expenses,Supermarket
11/9/2023,WAL-MART SUPERCENTER#3043,31.58,0,-31.58,expenses,Supermarket
12/9/2023,COMISION CAJERO RED,60.57,0,-60.57,expenses,Banking Services
12/9/2023,IVA POR COMISION,9.69,0,-9.69,expenses,Taxes
12/9/2023,PAGO INTERBANCARIO TDC,10000,0,-10000,expenses,Banking Services
12/9/2023,SPEI ENVIADO STP,3750,0,-3750,expenses,Transportation
12/9/2023,GOTCHA BUBBLE TEA KINGSTO,124.42,0,-124.42,expenses,Food
12/9/2023,CHATGPT SUBSCRIPTION,353.29,0,-353.29,expenses,Technology
13/09/23,SPEI RECIBIDOSANTANDER,0,4993.09,4993.09,income,Debts and Loans
13/09/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
13/09/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
14/09/23,BKST ST LAWR COL KING,158.21,0,-158.21,expenses,Other
15/09/23,01746 MACS CONV. STORES,136.06,0,-136.06,expenses,Other
18/09/23,PAGO VIDA SEG DINAMICO,295.13,0,-295.13,expenses,Insurance
18/09/23,AMZN Mktp CA*TX6FR8XM2,167.77,0,-167.77,expenses,Technology
18/09/23,WAL-MART SUPERCENTER#3043,923.17,0,-923.17,expenses,Supermarket
20/09/23,PAGO INTERBANCARIO TDC,1000,0,-1000,expenses,Banking Services
21/09/23,SAT,8,0,-8,expenses,Taxes
21/09/23,TELCEL 8MPS ECOM,279,0,-279,expenses,Telecommunications
22/09/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
27/07/23,SPEI ENVIADO NU MEXICO,1536.17,0,-1536.17,expenses,Transportation
28/07/23,AMAZON PRIME,99,0,-99,expenses,Technology
29/07/23,PAGO CUENTA DE TERCERO,0,1000,1000,income,Other
31/07/23,PAYPAL *UBERBV EATS,134.2,0,-134.2,expenses,Food
31/07/23,PAGO CUENTA DE TERCERO,350,0,-350,expenses,Other
1/8/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
1/8/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
1/8/2023,PAGO CUENTA DE TERCERO,0,350,350,income,Other
1/8/2023,PAYPAL SPOTIFY,149,0,-149,expenses,Leisure and Entertainment
2/8/2023,SPEI RECIBIDOBANAMEX,0,216.5,216.5,income,Other
3/8/2023,PAYPAL *UBER BV,11.17,0,-11.17,expenses,Transportation
3/8/2023,PAYPAL *UBER BV,59.34,0,-59.34,expenses,Transportation
7/8/2023,PAYPAL *UBER BV,87.79,0,-87.79,expenses,Transportation
7/8/2023,COSTCO MERIDA II,180,0,-180,expenses,Supermarket
7/8/2023,PAYPAL UBER BV,110.46,0,-110.46,expenses,Transportation
7/8/2023,PAYPAL *UBERBV EATS,101.8,0,-101.8,expenses,Food
7/8/2023,SANTA CLARA G MERIDA,54,0,-54,expenses,Food
7/8/2023,OPENPAY*HELPHBOMAXCOM,179,0,-179,expenses,Technology
9/8/2023,CINEPOLIS DULCERIA,410,0,-410,expenses,Leisure and Entertainment
11/8/2023,PAGO CUENTA DE TERCERO,0,325,325,income,Other
11/8/2023,SPEI RECIBIDONAFIN,0,13396.24,13396.24,income,Other
12/8/2023,PAGO CUENTA DE TERCERO,0,100,100,income,Other
14/08/23,IMMIGRATION CANADA ONLINE,88.99,0,-88.99,expenses,Other
14/08/23,SPEI RECIBIDOBANAMEX,0,110,110,income,Other
14/08/23,PAGO INTERBANCARIO TDC,6700,0,-6700,expenses,Banking Services
14/08/23,SPEI ENVIADO STP,2970,0,-2970,expenses,Transportation
14/08/23,PAYPAL *UBERBV EATS,146.2,0,-146.2,expenses,Food
16/08/23,PAGO VIDA SEG DINAMICO,295.13,0,-295.13,expenses,Insurance
16/08/23,SPEI ENVIADO SANTANDER,75,0,-75,expenses,Other
16/08/23,PAGO CUENTA DE TERCERO,0,356,356,income,Other
16/08/23,PAGO CUENTA DE TERCERO,0,213,213,income,Other
16/08/23,PAGO CUENTA DE TERCERO,0,940,940,income,Other
16/08/23,PAYPAL *UBERBV EATS,128.8,0,-128.8,expenses,Food
16/08/23,OXXO CENTRAL DEABASTOS,49,0,-49,expenses,Supermarket
17/08/23,PAYPAL *UBER BV,42.75,0,-42.75,expenses,Transportation
18/08/23,PAGO CUENTA DE TERCERO,200,0,-200,expenses,Other
18/08/23,PAYPAL *UBER BV,70.07,0,-70.07,expenses,Transportation
20/08/23,PAGO CUENTA DE TERCERO,0,250,250,income,Other
21/08/23,PAYPAL *UBERBV EATS,268,0,-268,expenses,Food
21/08/23,TELCEL 8MPS ECOM,279,0,-279,expenses,Telecommunications
21/08/23,PAYPAL *UBERBV EATS,113.8,0,-113.8,expenses,Food
22/08/23,PAGO CUENTA DE TERCERO,0,60,60,income,Other
22/08/23,SAT,974,0,-974,expenses,Taxes
22/08/23,PAYPAL *UBER BV,104.06,0,-104.06,expenses,Transportation
22/08/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
22/08/23,PAYPAL *UBERBV EATS,101.8,0,-101.8,expenses,Food
22/08/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
22/08/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
23/08/23,PAGO CUENTA DE TERCERO,0,450,450,income,Other
24/08/23,SPEI ENVIADO STP,600,0,-600,expenses,Transportation
24/08/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
25/08/23,PAGO CUENTA DE TERCERO,0,140,140,income,Other
28/09/23,AMAZON PRIME,99,0,-99,expenses,Technology
29/09/23,TASTY INDIAN BAR & GRI,611.72,0,-611.72,expenses,Food
9/10/2023,DLOCAL *HBO MAX,179,0,-179,expenses,Other
10/10/2023,PAGO CUENTA DE TERCERO,0,1500,1500,income,Other
10/10/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
10/10/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
10/10/2023,SU PAGO EN EFECTIVO,0,200,200,income,Other
11/10/2023,PAGO CUENTA DE TERCERO,0,200,200,income,Other
12/10/2023,STEAM PURCHASE,97.6,0,-97.6,expenses,Technology
12/10/2023,CHATGPT SUBSCRIPTION,361.63,0,-361.63,expenses,Technology
14/10/23,SPEI RECIBIDOBANAMEX,0,250,250,income,Other
16/10/23,PAGO VIDA SEG DINAMICO,295.13,0,-295.13,expenses,Insurance
19/10/23,SPEI RECIBIDOSTP,0,15853.73,15853.73,income,Other
19/10/23,SAT,67,0,-67,expenses,Taxes
20/10/23,TELCEL 8MPS ECOM,378.01,0,-378.01,expenses,Telecommunications
22/10/23,SPEI RECIBIDOSANTANDER,0,250,250,income,Debts and Loans
23/10/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
26/10/23,PAGO CUENTA DE TERCERO,100,0,-100,expenses,Other
27/10/23,SPEI ENVIADO STP,2850,0,-2850,expenses,Transportation
27/10/23,PAGO INTERBANCARIO TDC,10800,0,-10800,expenses,Banking Services
27/10/23,Subway 42840,256.04,0,-256.04,expenses,Food
30/10/23,AMAZON PRIME,99,0,-99,expenses,Technology
1/11/2023,PAYPAL*SPOTIFY,169,0,-169,expenses,Leisure and Entertainment
2/11/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
2/11/2023,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
2/11/2023,PAGO CUENTA DE TERCERO,0,200,200,income,Other
2/11/2023,SPEI ENVIADO STP,300,0,-300,expenses,Transportation
7/11/2023,D LOCAL*HBO MAX,179,0,-179,expenses,Technology
8/11/2023,PAYPAL *UBER,193.05,0,-193.05,expenses,Transportation
9/11/2023,PAGO CUENTA DE TERCERO,0,1200,1200,income,Other
10/11/2023,PAYPAL *UBER,196.23,0,-196.23,expenses,Transportation
13/11/23,CHATGPT SUBSCRIPTION,356.73,0,-356.73,expenses,Technology
14/11/23,PAGO CUENTA DE TERCERO,0,1200,1200,income,Other
14/11/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
14/11/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
15/11/23,SAT,165,0,-165,expenses,Taxes
15/11/23,PAYPAL*DISCORD,72,0,-72,expenses,Technology
16/11/23,SPEI RECIBIDOSTP,0,16830.51,16830.51,income,Other
17/11/23,PAGO CUENTA DE TERCERO,415,0,-415,expenses,Other
17/11/23,AMAZON MX,399,0,-399,expenses,Other
21/11/23,AMAZON MX,499,0,-499,expenses,Other
21/11/23,AMAZON MX,499,0,-499,expenses,Other
21/11/23,TELCEL 8HTPORTAL,428.01,0,-428.01,expenses,Technology
21/11/23,LS FiveGuys 1562,291.94,0,-291.94,expenses,Other
22/11/23,HOT TOPIC #2533,1165.47,0,-1165.47,expenses,Other
22/11/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
23/11/23,SPEI ENVIADO STP,800,0,-800,expenses,Transportation
23/11/23,PAGO INTERBANCARIO TDC,3700,0,-3700,expenses,Banking Services
27/11/23,WAL-MART SUPERCENTER#3043,698.72,0,-698.72,expenses,Supermarket
27/11/23,PAYPAL *UBER,179.51,0,-179.51,expenses,Transportation
28/11/23,PAYPAL*DISCORD,159,0,-159,expenses,Technology
28/11/23,AMAZON PRIME,99,0,-99,expenses,Technology
1/12/2023,PAGO CUENTA DE TERCERO,4030,0,-4030,expenses,Other
1/12/2023,PAGO CUENTA DE TERCERO,0,1465,1465,income,Other
2/12/2023,PAGO CUENTA DE TERCERO,700,0,-700,expenses,Other
4/12/2023,PAYPAL*NATHIELSUCRETT,272.48,0,-272.48,expenses,Other
4/12/2023,PAYPAL*SPOTIFY,169,0,-169,expenses,Leisure and Entertainment
5/12/2023,PAYPAL *UBER,234.21,0,-234.21,expenses,Transportation
7/12/2023,D LOCAL*HBO MAX,179,0,-179,expenses,Technology
8/12/2023,PAYPAL*SPLATOONLATAM,36.47,0,-36.47,expenses,Technology
13/12/23,PAGO CUENTA DE TERCERO,0,130,130,income,Other
18/12/23,SPEI RECIBIDOSTP,0,23372.12,23372.12,income,Other
18/12/23,PAGO TARJETA DE CREDITO,12091.82,0,-12091.82,expenses,Banking Services
18/12/23,SPEI ENVIADO STP,2950,0,-2950,expenses,Transportation
18/12/23,SAT,95,0,-95,expenses,Taxes
21/12/23,PAYPAL*RLYNIC3MAIL RL,181.41,0,-181.41,expenses,Other
22/12/23,PAGO INTERBANCARIO TDC,9400,0,-9400,expenses,Banking Services
22/12/23,PAYPAL*DISCORD,179.71,0,-179.71,expenses,Technology
22/12/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
25/12/23,SPEI RECIBIDOSTP,0,3301.2,3301.2,income,Other
28/12/23,PAYPAL*DISCORD,159,0,-159,expenses,Technology
28/12/23,PAYPAL *UBER,229.13,0,-229.13,expenses,Transportation
28/12/23,AMAZON PRIME,99,0,-99,expenses,Technology
29/12/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
29/12/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
2/1/2023,PAYPAL*SPOTIFY,169,0,-169,expenses,Leisure and Entertainment
3/1/2023,RET CAJ OTRO BCO COM IVA,552.85,0,-552.85,expenses,Banking Services
4/1/2023,COMISION CAJERO RED,59.62,0,-59.62,expenses,Banking Services
4/1/2023,IVA POR COMISION,9.53,0,-9.53,expenses,Taxes
8/1/2023,D LOCAL*HBO MAX,179,0,-179,expenses,Technology
9/1/2023,PAGO CUENTA DE TERCERO,300,0,-300,expenses,Other
9/1/2023,PAGO CUENTA DE TERCERO,0,120,120,income,Other
9/1/2023,PAYPAL *UBER BV,68.63,0,-68.63,expenses,Transportation
10/1/2023,PAYPAL *UBER BV,115.2,0,-115.2,expenses,Transportation
10/1/2023,TCONE *COMERCIO 047991,21,0,-21,expenses,Supermarket
11/1/2023,PAGO CUENTA DE TERCERO,0,2190,2190,income,Other
11/1/2023,CANEK,20,0,-20,expenses,Other
12/1/2023,PAYPAL *UBER BV,94.12,0,-94.12,expenses,Transportation
12/1/2023,PAYPAL *UBER BV,35.97,0,-35.97,expenses,Transportation
12/1/2023,CANEK,24,0,-24,expenses,Other
14/01/23,PAGO CUENTA DE TERCERO,195,0,-195,expenses,Other
15/01/23,PAYPAL *UBER BV,76.22,0,-76.22,expenses,Transportation
15/01/23,PAYPAL *UBER BV,35.73,0,-35.73,expenses,Transportation
15/01/23,PAYPAL *UBER BV,58.64,0,-58.64,expenses,Transportation
16/01/23,SPEI RECIBIDOCoDi Valida,0,0.01,0.01,income,Other
16/01/23,SPEI ENVIADO BANORTE,84,0,-84,expenses,Other
16/01/23,SPEI ENVIADO BANORTE,108,0,-108,expenses,Other
16/01/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
16/01/23,PAYPAL *UBER BV,134.99,0,-134.99,expenses,Transportation
16/01/23,CANEK,55,0,-55,expenses,Other
17/01/23,PAGO CUENTA DE TERCERO,0,80,80,income,Other
17/01/23,PAGO CUENTA DE TERCERO,0,85,85,income,Other
17/01/23,PAYPAL *UBER BV,80.53,0,-80.53,expenses,Transportation
18/01/23,PAGO CUENTA DE TERCERO,0,1000,1000,income,Other
18/01/23,PAYPAL *UBER BV,54.14,0,-54.14,expenses,Transportation
19/01/23,SAT,214,0,-214,expenses,Taxes
19/01/23,PAYPAL *UBER BV,69.51,0,-69.51,expenses,Transportation
19/01/23,YZA YUCALPETEN,143.51,0,-143.51,expenses,Health
19/01/23,OXXO YUKALPETEN II,26,0,-26,expenses,Supermarket
19/01/23,YZA YUCALPETEN,300,0,-300,expenses,Health
22/01/23,PAYPAL *UBERBV EATS,328,0,-328,expenses,Food
22/01/23,SC*CALIENTEMX2,150,0,-150,expenses,Other
22/01/23,SC*CALIENTEMX2,100,0,-100,expenses,Other
22/01/23,TELCEL 8HTPORTAL,279,0,-279,expenses,Technology
22/01/23,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
23/01/23,SPEI RECIBIDOBANAMEX,0,103,103,income,Other
23/01/23,PAGO CUENTA DE TERCERO,0,94,94,income,Other
23/01/23,PAGO CUENTA DE TERCERO,0,300,300,income,Other
23/01/23,PAYPAL*ALMIRONALMIRON,234.34,0,-234.34,expenses,Food
23/01/23,PAYPAL *UBER BV,116.16,0,-116.16,expenses,Transportation
24/01/23,PAGO CUENTA DE TERCERO,0,100,100,income,Other
24/01/23,PAGO CUENTA DE TERCERO,0,277,277,income,Other
24/01/23,PAYPAL*UBER BV,316.86,0,-316.86,expenses,Transportation
24/01/23,PAYPAL *UBERBV EATS,164.25,0,-164.25,expenses,Food
24/01/23,DEPOSITO DE TERCERO API,0,33551.53,33551.53,income,Other
25/01/23,PAGO TARJETA DE CREDITO,23006.82,0,-23006.82,expenses,Banking Services
25/01/23,PAGO INTERBANCARIO TDC,7000,0,-7000,expenses,Banking Services
25/01/23,SPEI ENVIADO STP,4650,0,-4650,expenses,Transportation
25/01/23,PAYPAL*UBER BV,0,119.1,119.1,income,Transportation
26/01/23,PAYPAL *UBERBV EATS,235,0,-235,expenses,Food
28/12/23,PAYPAL*DISCORD,159,0,-159,expenses,Technology
28/12/23,PAYPAL *UBER,229.13,0,-229.13,expenses,Transportation
28/12/23,AMAZON PRIME,99,0,-99,expenses,Technology
29/12/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
29/12/23,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
2/1/2024,PAYPAL*SPOTIFY,169,0,-169,expenses,Leisure and Entertainment
3/1/2024,RET CAJ OTRO BCO COM IVA,552.85,0,-552.85,expenses,Banking Services
4/1/2024,COMISION CAJERO RED,59.62,0,-59.62,expenses,Banking Services
4/1/2024,IVA POR COMISION,9.53,0,-9.53,expenses,Taxes
8/1/2024,D LOCAL*HBO MAX,179,0,-179,expenses,Technology
9/1/2024,PAGO CUENTA DE TERCERO,300,0,-300,expenses,Other
9/1/2024,PAGO CUENTA DE TERCERO,0,120,120,income,Other
9/1/2024,PAYPAL *UBER BV,68.63,0,-68.63,expenses,Transportation
10/1/2024,PAYPAL *UBER BV,115.2,0,-115.2,expenses,Transportation
10/1/2024,TCONE *COMERCIO 047991,21,0,-21,expenses,Supermarket
11/1/2024,PAGO CUENTA DE TERCERO,0,2190,2190,income,Other
11/1/2024,CANEK,20,0,-20,expenses,Other
12/1/2024,PAYPAL *UBER BV,94.12,0,-94.12,expenses,Transportation
12/1/2024,PAYPAL *UBER BV,35.97,0,-35.97,expenses,Transportation
12/1/2024,CANEK,24,0,-24,expenses,Other
14/01/24,PAGO CUENTA DE TERCERO,195,0,-195,expenses,Other
15/01/24,PAYPAL *UBER BV,76.22,0,-76.22,expenses,Transportation
15/01/24,PAYPAL *UBER BV,35.73,0,-35.73,expenses,Transportation
15/01/24,PAYPAL *UBER BV,58.64,0,-58.64,expenses,Transportation
16/01/24,SPEI RECIBIDOCoDi Valida,0,0.01,0.01,income,Other
16/01/24,SPEI ENVIADO BANORTE,84,0,-84,expenses,Other
16/01/24,SPEI ENVIADO BANORTE,108,0,-108,expenses,Other
16/01/24,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
16/01/24,PAYPAL *UBER BV,134.99,0,-134.99,expenses,Transportation
16/01/24,CANEK,55,0,-55,expenses,Other
17/01/24,PAGO CUENTA DE TERCERO,0,80,80,income,Other
17/01/24,PAGO CUENTA DE TERCERO,0,85,85,income,Other
17/01/24,PAYPAL *UBER BV,80.53,0,-80.53,expenses,Transportation
18/01/24,PAGO CUENTA DE TERCERO,0,1000,1000,income,Other
18/01/24,PAYPAL *UBER BV,54.14,0,-54.14,expenses,Transportation
19/01/24,SAT,214,0,-214,expenses,Taxes
19/01/24,PAYPAL *UBER BV,69.51,0,-69.51,expenses,Transportation
19/01/24,YZA YUCALPETEN,143.51,0,-143.51,expenses,Health
19/01/24,OXXO YUKALPETEN II,26,0,-26,expenses,Supermarket
19/01/24,YZA YUCALPETEN,300,0,-300,expenses,Health
22/01/24,PAYPAL *UBERBV EATS,328,0,-328,expenses,Food
22/01/24,SC*CALIENTEMX2,150,0,-150,expenses,Other
22/01/24,SC*CALIENTEMX2,100,0,-100,expenses,Other
22/01/24,TELCEL 8HTPORTAL,279,0,-279,expenses,Technology
22/01/24,PAYPAL *UBER BV,70,0,-70,expenses,Transportation
23/01/24,SPEI RECIBIDOBANAMEX,0,103,103,income,Other
23/01/24,PAGO CUENTA DE TERCERO,0,94,94,income,Other
23/01/24,PAGO CUENTA DE TERCERO,0,300,300,income,Other
23/01/24,PAYPAL*ALMIRONALMIRON,234.34,0,-234.34,expenses,Food
23/01/24,PAYPAL *UBER BV,116.16,0,-116.16,expenses,Transportation
24/01/24,PAGO CUENTA DE TERCERO,0,100,100,income,Other
24/01/24,PAGO CUENTA DE TERCERO,0,277,277,income,Other
24/01/24,PAYPAL*UBER BV,316.86,0,-316.86,expenses,Transportation
24/01/24,PAYPAL *UBERBV EATS,164.25,0,-164.25,expenses,Food
24/01/24,DEPOSITO DE TERCERO API,0,33551.53,33551.53,income,Other
25/01/24,PAGO TARJETA DE CREDITO,23006.82,0,-23006.82,expenses,Banking Services
25/01/24,PAGO INTERBANCARIO TDC,7000,0,-7000,expenses,Banking Services
25/01/24,SPEI ENVIADO STP,4650,0,-4650,expenses,Transportation
25/01/24,PAYPAL*UBER BV,0,119.1,119.1,income,Transportation
26/01/24,PAYPAL *UBERBV EATS,235,0,-235,expenses,Food
27/01/24,PAGO CUENTA DE TERCERO,0,250,250,income,Other
29/01/24,PAYPAL *UBERBV EATS,398,0,-398,expenses,Food
29/01/24,PAYPAL *UBER BV,82.69,0,-82.69,expenses,Transportation
29/01/24,AMAZON PRIME,99,0,-99,expenses,Technology
29/01/24,PAGO CUENTA DE TERCERO,600,0,-600,expenses,Other
